Zipcode,State,City,Grow Zone
24085,VA,EAGLE ROCK,7
24086,VA,EGGLESTON,7
24326,VA,ELK CREEK,7
24087,VA,ELLISTON,7-8
24550,VA,EVINGTON,7
24248,VA,EWING,7
24613,VA,FALLS MILLS,6-7
24328,VA,FANCY GAP,7
24088,VA,FERRUM,7
24089,VA,FIELDALE,7
24090,VA,FINCASTLE,7-8
24091,VA,FLOYD,7
24551,VA,FOREST,7
24250,VA,FORT BLACKMORE,6-7
24330,VA,FRIES,7
24333,VA,GALAX,7
24251,VA,GATE CITY,7
24290,VA,WEBER CITY,7
24092,VA,GLADE HILL,7
24340,VA,GLADE SPRING,7
24553,VA,GLADSTONE,7
24554,VA,GLADYS,7
24555,VA,GLASGOW,7
24093,VA,GLEN LYN,7
24556,VA,GOODE,7
24095,VA,GOODVIEW,7-8
24557,VA,GRETNA,7
24614,VA,GRUNDY,7
24558,VA,HALIFAX,7
24101,VA,HARDY,7-8
24256,VA,HAYSI,6-7
24102,VA,HENRY,7
24343,VA,HILLSVILLE,7
24258,VA,HILTONS,7
24347,VA,HIWASSEE,7
24260,VA,HONAKER,7
24104,VA,HUDDLESTON,7
24620,VA,HURLEY,7
24563,VA,HURT,7
24348,VA,INDEPENDENCE,7
24105,VA,INDIAN VALLEY,7
24350,VA,IVANHOE,7
24565,VA,JAVA,7
24622,VA,JEWELL RIDGE,7
24263,VA,JONESVILLE,7
24566,VA,KEELING,7-8
24265,VA,KEOKEE,7
24351,VA,LAMBSBURG,7
24352,VA,LAUREL FORK,7
24266,VA,LEBANON,7
24569,VA,LONG ISLAND,7
24570,VA,LOWRY,7
24501,VA,LYNCHBURG,7
24502,VA,LYNCHBURG,7
24503,VA,LYNCHBURG,7
24504,VA,LYNCHBURG,7
24571,VA,LYNCH STATION,7
24572,VA,MADISON HEIGHTS,7
24354,VA,MARION,7
24112,VA,MARTINSVILLE,7
24628,VA,MAXIE,7
24360,VA,MAX MEADOWS,6-7
24120,VA,MEADOWS OF DAN,7
24361,VA,MEADOWVIEW,7
24270,VA,MENDOTA,7
24121,VA,MONETA,7
24574,VA,MONROE,7
24122,VA,MONTVALE,7-8
24363,VA,MOUTH OF WILSON,6-7
24124,VA,NARROWS,6-7
24577,VA,NATHALIE,7
24578,VA,NATURAL BRIDGE,7
24579,VA,NATURAL BRIDGE STATION,7
24580,VA,NELSON,7-8
24127,VA,NEW CASTLE,7-8
24128,VA,NEWPORT,7
24271,VA,NICKELSVILLE,6-7
24272,VA,NORA,6-7
24630,VA,NORTH TAZEWELL,6-7
24273,VA,NORTON,6-7
24581,VA,NORWOOD,7
24631,VA,OAKWOOD,7
24130,VA,ORISKANY,7
24131,VA,PAINT BANK,6
24133,VA,PATRICK SPRINGS,7
24134,VA,PEARISBURG,7
24136,VA,PEMBROKE,7
24137,VA,PENHOOK,7
24277,VA,PENNINGTON GAP,7
24634,VA,PILGRIMS KNOB,7
24138,VA,PILOT,7
24139,VA,PITTSVILLE,7
24161,VA,SANDY LEVEL,7
24279,VA,POUND,6-7
24637,VA,POUNDING MILL,6-7
24301,VA,PULASKI,6-7
24141,VA,RADFORD,7
24639,VA,RAVEN,7
24147,VA,RICH CREEK,7
24641,VA,RICHLANDS,7
24148,VA,RIDGEWAY,7-8
24149,VA,RINER,7
24586,VA,RINGGOLD,7-8
24150,VA,RIPPLEMEAD,7
24011,VA,ROANOKE,7-8
24012,VA,ROANOKE,7-8
24013,VA,ROANOKE,7-8
24014,VA,ROANOKE,7-8
24015,VA,ROANOKE,7-8
24016,VA,ROANOKE,7-8
24017,VA,ROANOKE,7-8
24018,VA,ROANOKE,7-8
24019,VA,ROANOKE,7-8
24366,VA,ROCKY GAP,6-7
24151,VA,ROCKY MOUNT,7
24280,VA,ROSEDALE,7
24281,VA,ROSE HILL,7
24646,VA,ROWE,7
24368,VA,RURAL RETREAT,6-7
24588,VA,RUSTBURG,7
24282,VA,SAINT CHARLES,7
24283,VA,SAINT PAUL,6-7
24153,VA,SALEM,7-8
24370,VA,SALTVILLE,7
24589,VA,SCOTTSBURG,7
24562,VA,HOWARDSVILLE,7
24590,VA,SCOTTSVILLE,7-8
24162,VA,SHAWSVILLE,7-8
24592,VA,SOUTH BOSTON,7
24374,VA,SPEEDWELL,7
24165,VA,SPENCER,7
24593,VA,SPOUT SPRING,7
24167,VA,STAFFORDSVILLE,7
24168,VA,STANLEYTOWN,7
24171,VA,STUART,7
24375,VA,SUGAR GROVE,7
24594,VA,SUTHERLIN,7-8
24649,VA,SWORDS CREEK,7
24377,VA,TANNERSVILLE,6-7
24651,VA,TAZEWELL,6-7
24174,VA,THAXTON,7-8
24378,VA,TROUTDALE,6
24175,VA,TROUTVILLE,7-8
24176,VA,UNION HALL,7
24656,VA,VANSANT,7
24597,VA,VERNON HILL,7-8
24179,VA,VINTON,7-8
24598,VA,VIRGILINA,7
24292,VA,WHITETOP,6-7
24657,VA,WHITEWOOD,7
24380,VA,WILLIS,7
24599,VA,WINGINA,7
24184,VA,WIRTZ,7-8
24293,VA,WISE,6-7
24381,VA,WOODLAWN,7
24185,VA,WOOLWINE,7
24382,VA,WYTHEVILLE,6-7
26210,WV,ADRIAN,6-7
24910,WV,ALDERSON,6
24943,WV,GRASSY MEADOWS,6
25501,WV,ALKOL,7
25572,WV,WOODVILLE,7
26320,WV,ALMA,6
26321,WV,ALUM BRIDGE,6-7
25003,WV,ALUM CREEK,7
25607,WV,AMHERSTDALE,7
25811,WV,AMIGO,6-7
25005,WV,AMMA,6
24808,WV,ANAWALT,6-7
25812,WV,ANSTED,6-7
25502,WV,APPLE GROVE,6-7
25007,WV,ARNETT,6-7
25180,WV,SAXON,6-7
25234,WV,ARNOLDSBURG,6
24916,WV,ASBURY,6
25503,WV,ASHTON,6-7
24712,WV,ATHENS,6-7
26325,WV,AUBURN,6
26704,WV,AUGUSTA,6-7
26705,WV,AURORA,5-6
25608,WV,BAISDEN,7
26801,WV,BAKER,6-7
24918,WV,BALLARD,7
25504,WV,BARBOURSVILLE,7
24920,WV,BARTOW,5-6
25813,WV,BEAVER,6-7
25801,WV,BECKLEY,6-7
26250,WV,BELINGTON,6
25015,WV,BELLE,7
26133,WV,BELLEVILLE,6-7
26134,WV,BELMONT,6-7
26656,WV,BELVA,6-7
25411,WV,BERKELEY SPRINGS,7
24815,WV,BERWIND,7
26253,WV,BEVERLY,5-6
25019,WV,BICKMORE,6-7
26136,WV,BIG BEND,6
26141,WV,CRESTON,6
25505,WV,BIG CREEK,7
26137,WV,BIG SPRINGS,6
25021,WV,BIM,7
26610,WV,BIRCH RIVER,6-7
26521,WV,BLACKSVILLE,6-7
26817,WV,BLOOMERY,6-7
25024,WV,BLOOMINGROSE,7
24701,WV,BLUEFIELD,6-7
25028,WV,BOB WHITE,7
25817,WV,BOLT,6-7
25030,WV,BOMONT,7
26254,WV,BOWDEN,5-6
26268,WV,GLADY,5-6
24715,WV,BRAMWELL,6-7
24724,WV,FREEMAN,6-7
25506,WV,BRANCHLAND,7
25544,WV,MYRA,7
26802,WV,BRANDYWINE,7
25666,WV,BREEDEN,7
24818,WV,BRENTON,7
26524,WV,BRETZ,6-7
26330,WV,BRIDGEPORT,6-7
26525,WV,BRUCETON MILLS,5-7
24924,WV,BUCKEYE,6-7
26201,WV,BUCKHANNON,6-7
26267,WV,ELLAMORE,6
24726,WV,HERNDON,6-7
25033,WV,BUFFALO,6-7
25413,WV,BUNKER HILL,6-7
26710,WV,BURLINGTON,6-7
26335,WV,BURNSVILLE,6-7
26615,WV,COPEN,6-7
26561,WV,BIG RUN,6
26562,WV,BURTON,6-7
25035,WV,CABIN CREEK,7
26855,WV,CABINS,5-7
26161,WV,PETROLEUM,6-7
26337,WV,CAIRO,6-7
24925,WV,CALDWELL,6-7
26660,WV,CALVIN,6
26338,WV,CAMDEN,6-7
26208,WV,CAMDEN ON GAULEY,6
25820,WV,CAMP CREEK,6-7
26662,WV,CANVAS,6
26711,WV,CAPON BRIDGE,6-7
24927,WV,CASS,6
25039,WV,CEDAR GROVE,7
26611,WV,CEDARVILLE,6-7
25508,WV,CHAPMANVILLE,7
25301,WV,CHARLESTON,7
25302,WV,CHARLESTON,7
25303,WV,CHARLESTON,7
25304,WV,CHARLESTON,7
25305,WV,CHARLESTON,7
25306,WV,CHARLESTON,7
25309,WV,CHARLESTON,7
25311,WV,CHARLESTON,7
25312,WV,CHARLESTON,7
25313,WV,CHARLESTON,7
25314,WV,CHARLESTON,7
25315,WV,CHARLESTON,7
25320,WV,CHARLESTON,7
25387,WV,CHARLESTON,7
25389,WV,CHARLESTON,7
25414,WV,CHARLES TOWN,6-7
25958,WV,CHARMCO,6
25235,WV,CHLOE,6-7
26804,WV,CIRCLEVILLE,5-6
26301,WV,CLARKSBURG,6-7
25043,WV,CLAY,6-7
25044,WV,CLEAR CREEK,6-7
24822,WV,CLEAR FORK,7
25045,WV,CLENDENIN,7
25047,WV,CLOTHIER,7
25823,WV,COAL CITY,6-7
24823,WV,COAL MOUNTAIN,7
26257,WV,COALTON,5-6
25049,WV,COMFORT,7
25825,WV,COOL RIDGE,6-7
25051,WV,COSTA,7
25239,WV,COTTAGEVILLE,6-7
25264,WV,MOUNT ALTO,6-7
26206,WV,COWEN,6-7
26342,WV,COXS MILLS,6
25827,WV,CRAB ORCHARD,6-7
26205,WV,CRAIGSVILLE,6
24931,WV,CRAWLEY,6
25669,WV,CRUM,7
25510,WV,CULLODEN,7
24827,WV,CYCLONE,7
25831,WV,DANESE,6-7
25832,WV,DANIELS,6-7
25053,WV,DANVILLE,7
25617,WV,DAVIN,7
26260,WV,DAVIS,5-7
26142,WV,DAVISVILLE,6-7
24828,WV,DAVY,7
25670,WV,DELBARTON,7
26714,WV,DELRAY,6-7
26217,WV,DIANA,6-7
26617,WV,DILLE,6-7
25671,WV,DINGESS,7
25059,WV,DIXIE,6-7
25048,WV,COLCORD,6-7
25060,WV,DOROTHY,7
25062,WV,DRY CREEK,6-7
26263,WV,DRYFORK,5-7
25063,WV,DUCK,7
25064,WV,DUNBAR,7
25511,WV,DUNLOW,7
24934,WV,DUNMORE,6
26264,WV,DURBIN,5-6
25067,WV,EAST BANK,7
25512,WV,EAST LYNN,7
25672,WV,EDGARTON,7
25837,WV,EDMOND,6-7
26716,WV,EGLON,5-6
24830,WV,ELBERT,6-7
26143,WV,ELIZABETH,6-7
26717,WV,ELK GARDEN,6-7
26241,WV,ELKINS,5-6
25071,WV,ELKVIEW,7
26346,WV,ELLENBORO,6
26568,WV,ENTERPRISE,6-7
26203,WV,ERBACON,6-7
25075,WV,ESKDALE,7
25241,WV,EVANS,6-7
25839,WV,FAIRDALE,6-7
26554,WV,FAIRMONT,6-7
26570,WV,FAIRVIEW,6-7
25079,WV,FALLING ROCK,7
25419,WV,FALLING WATERS,7
26571,WV,FARMINGTON,6-7
25840,WV,FAYETTEVILLE,6-7
26202,WV,FENWICK,6
26818,WV,FISHER,6-7
25841,WV,FLAT TOP,6-7
26621,WV,FLATWOODS,6-7
26347,WV,FLEMINGTON,6-7
26348,WV,FOLSOM,6
24935,WV,FOREST HILL,6-7
26719,WV,FORT ASHBY,6-7
25514,WV,FORT GAY,7
25081,WV,FOSTER,7
26623,WV,FRAMETOWN,7
24938,WV,FRANKFORD,6
26807,WV,FRANKLIN,5-7
25082,WV,FRAZIERS BOTTOM,6-7
26218,WV,FRENCH CREEK,6-7
26146,WV,FRIENDLY,6
25083,WV,GALLAGHER,7
25515,WV,GALLIPOLIS FERRY,6-7
25243,WV,GANDEEVILLE,6-7
24941,WV,GAP MILLS,6
24984,WV,WAITEVILLE,6-8
26624,WV,GASSAWAY,6-7
25085,WV,GAULEY BRIDGE,6-7
25115,WV,KANAWHA FALLS,6-7
25244,WV,GAY,6-7
25517,WV,GENOA,7
25420,WV,GERRARDSTOWN,6-7
25843,WV,GHENT,6-7
25621,WV,GILBERT,7
26671,WV,GILBOA,6-7
25245,WV,GIVEN,6-7
25088,WV,GLEN,6-7
25844,WV,GLEN DANIEL,6-7
25845,WV,GLEN FORK,6-7
25421,WV,GLENGARY,6-7
25846,WV,GLEN JEAN,6-7
25936,WV,THURMOND,6-7
25848,WV,GLEN ROGERS,6-7
26351,WV,GLENVILLE,6-7
25520,WV,GLENWOOD,6-7
25093,WV,GORDON,7
26720,WV,GORMANIA,5-6
26354,WV,GRAFTON,6-7
26147,WV,GRANTSVILLE,6
25422,WV,GREAT CACAPON,7
24915,WV,ARBOVALE,6
24944,WV,GREEN BANK,6
26722,WV,GREEN SPRING,6-7
24945,WV,GREENVILLE,7
25521,WV,GRIFFITHSVILLE,7
26222,WV,HACKER VALLEY,6-7
26269,WV,HAMBLETON,5-6
25523,WV,HAMLIN,7
24839,WV,HANOVER,7
24869,WV,NORTH SPRING,7
25103,WV,HANSFORD,7
26270,WV,HARMAN,5-6
25425,WV,HARPERS FERRY,6-7
26362,WV,HARRISVILLE,6
25524,WV,HARTS,7
26627,WV,HEATERS,6-7
25427,WV,HEDGESVILLE,7
26224,WV,HELVETIA,6
25106,WV,HENDERSON,6-7
26271,WV,HENDRICKS,5-6
25107,WV,HERNSHAW,7
25108,WV,HEWETT,7
25854,WV,HICO,6-7
26808,WV,HIGH VIEW,6-7
24946,WV,HILLSBORO,6
25951,WV,HINTON,6
25625,WV,HOLDEN,7
26372,WV,HORNER,6-7
26575,WV,HUNDRED,6
25701,WV,HUNTINGTON,7
25702,WV,HUNTINGTON,6-7
25703,WV,HUNTINGTON,6-7
25704,WV,HUNTINGTON,7
25705,WV,HUNTINGTON,7
25526,WV,HURRICANE,7
26273,WV,HUTTONSVILLE,5-6
24844,WV,IAEGER,7
25111,WV,INDORE,6-7
25428,WV,INWOOD,6-7
26376,WV,IRELAND,6-7
25113,WV,IVYDALE,7
26377,WV,JACKSONBURG,6
26378,WV,JANE LEW,6-7
25114,WV,JEFFREY,7
24849,WV,JESSE,7
24850,WV,JOLO,7
25857,WV,JOSEPHINE,6-7
25529,WV,JULIAN,7
25969,WV,JUMPING BRANCH,6-7
26228,WV,KANAWHA HEAD,6-7
25430,WV,KEARNEYSVILLE,6-7
24731,WV,KEGLEY,6-7
25231,WV,ADVENT,6-7
25248,WV,KENNA,6-7
25530,WV,KENOVA,7
26276,WV,KERENS,5-6
25674,WV,KERMIT,7
26726,WV,KEYSER,6-7
25534,WV,KIAHSVILLE,7
25118,WV,KIMBERLY,7
25119,WV,KINCAID,6-7
26519,WV,ALBRIGHT,6-7
26537,WV,KINGWOOD,6-7
26731,WV,LAHMANSVILLE,6-7
25121,WV,LAKE,7
25862,WV,LANSING,6-7
24714,WV,BEESON,6-7
24733,WV,LASHMEET,6-7
25535,WV,LAVALETTE,7
25864,WV,LAYLAND,6-7
25251,WV,LEFT HAND,6
26676,WV,LEIVASY,6-7
25676,WV,LENORE,7
25123,WV,LEON,6-7
25971,WV,LERONA,7
25252,WV,LE ROY,6-7
25537,WV,LESAGE,6-7
25865,WV,LESTER,6-7
25253,WV,LETART,6-7
24901,WV,LEWISBURG,6
25124,WV,LIBERTY,6-7
24951,WV,LINDSIDE,7
26384,WV,LINN,6-7
26629,WV,LITTLE BIRCH,6-7
26581,WV,LITTLETON,6
25125,WV,LIZEMORES,6-7
25601,WV,LOGAN,7
25612,WV,CHAUNCEY,7
25654,WV,YOLYN,7
25868,WV,LOOKOUT,6-7
25259,WV,LOONEYVILLE,6
26810,WV,LOST CITY,6-7
26385,WV,LOST CREEK,6-7
26386,WV,LUMBERPORT,6-7
25632,WV,LYBURN,7
25876,WV,SAULSVILLE,6-7
26278,WV,MABIE,5-6
26138,WV,BROHARD,6
26148,WV,MACFARLAN,6
26152,WV,MUNDAY,6
25130,WV,MADISON,7
26541,WV,MAIDSVILLE,6-7
25132,WV,MAMMOTH,7
25635,WV,MAN,7
26582,WV,MANNINGTON,6-7
24954,WV,MARLINTON,6-7
25401,WV,MARTINSBURG,7
25403,WV,MARTINSBURG,7
25404,WV,MARTINSBURG,7
25405,WV,MARTINSBURG,6-7
25260,WV,MASON,6-7
26542,WV,MASONTOWN,6-7
25678,WV,MATEWAN,7
24860,WV,MATHENY,7
26812,WV,MATHIAS,6-7
24736,WV,MATOAKA,6-7
24957,WV,MAXWELTON,6
25133,WV,MAYSEL,6-7
26833,WV,MAYSVILLE,5-7
25976,WV,MEADOW BRIDGE,6-7
26404,WV,MEADOWBROOK,6-7
25977,WV,MEADOW CREEK,6-7
26585,WV,METZ,6-7
26149,WV,MIDDLEBOURNE,6
25540,WV,MIDKIFF,7
26280,WV,MILL CREEK,5-6
25261,WV,MILLSTONE,6
25432,WV,MILLVILLE,6-7
25262,WV,MILLWOOD,6-7
25541,WV,MILTON,7
26150,WV,MINERAL WELLS,6-7
26405,WV,MOATSVILLE,6
25136,WV,MONTGOMERY,7
26283,WV,MONTROSE,5-6
26836,WV,MOOREFIELD,6-7
26838,WV,MILAM,7
26501,WV,MORGANTOWN,6-7
26505,WV,MORGANTOWN,6-7
26506,WV,MORGANTOWN,6-7
26508,WV,MORGANTOWN,6-7
25139,WV,MOUNT CARBON,7
26408,WV,MOUNT CLARE,6-7
25880,WV,MOUNT HOPE,6-7
26678,WV,MOUNT LOOKOUT,6-7
26679,WV,MOUNT NEBO,6-7
26684,WV,POOL,6-7
26739,WV,MOUNT STORM,5-7
26151,WV,MOUNT ZION,6
25870,WV,MABEN,6-7
25882,WV,MULLENS,6-7
26680,WV,NALLEN,6-7
25140,WV,NAOMA,7
26631,WV,NAPIER,6-7
25141,WV,NEBO,6-7
25009,WV,ASHFORD,7
25142,WV,NELLIS,7
26681,WV,NETTIE,6
26374,WV,INDEPENDENCE,6-7
26410,WV,NEWBURG,6-7
26743,WV,NEW CREEK,6-7
26155,WV,NEW MARTINSVILLE,6
26162,WV,PORTERS FALLS,6
26411,WV,NEW MILTON,6-7
25266,WV,NEWTON,6
25978,WV,NIMITZ,6
25143,WV,NITRO,7
25267,WV,NORMANTOWN,6-7
24868,WV,NORTHFORK,6-7
25901,WV,OAK HILL,6-7
24870,WV,OCEANA,6-7
25902,WV,ODD,6-7
26845,WV,OLD FIELDS,6-7
25638,WV,OMAR,7
25545,WV,ONA,7
25148,WV,ORGAS,7
26412,WV,ORLANDO,6-7
25268,WV,ORMA,6-7
26159,WV,PADEN CITY,6
26160,WV,PALESTINE,6-7
24846,WV,ISABAN,7
24862,WV,MOHAWK,7
24872,WV,PANTHER,7
26101,WV,PARKERSBURG,6-7
26104,WV,PARKERSBURG,6-7
26105,WV,VIENNA,6-7
26287,WV,PARSONS,5-6
25431,WV,LEVELS,6-7
25434,WV,PAW PAW,6-7
24873,WV,PAYNESVILLE,7
25547,WV,PECKS MILL,7
24962,WV,PENCE SPRINGS,6-7
26415,WV,PENNSBORO,6
26847,WV,PETERSBURG,5-7
24963,WV,PETERSTOWN,7
25154,WV,PEYTONA,7
26416,WV,PHILIPPI,6
26230,WV,PICKENS,6
26750,WV,PIEDMONT,6-7
26419,WV,PINE GROVE,6
24874,WV,PINEVILLE,7
25979,WV,PIPESTEM,6-7
25159,WV,POCA,6-7
25550,WV,POINT PLEASANT,6-7
25437,WV,POINTS,6-7
25160,WV,POND GAP,7
25161,WV,POWELLTON,7
25555,WV,PRICHARD,7
24739,WV,PRINCETON,6-7
24740,WV,PRINCETON,6-7
25908,WV,PRINCEWICK,6-7
25164,WV,PROCIOUS,6-7
26327,WV,BEREA,6
26421,WV,PULLMAN,6
26852,WV,PURGITSVILLE,6-7
26546,WV,PURSGLOVE,6-7
25981,WV,QUINWOOD,6
26587,WV,RACHEL,6-7
25165,WV,RACINE,7
25962,WV,RAINELLE,6-7
25557,WV,RANGER,7
25438,WV,RANSON,6-7
25913,WV,RAVENCLIFF,6-7
26164,WV,RAVENSWOOD,6-7
24879,WV,RAYSAL,7
26167,WV,READER,6
26289,WV,RED CREEK,5-6
25168,WV,RED HOUSE,6-7
26547,WV,REEDSVILLE,6-7
25270,WV,REEDY,6-7
24966,WV,RENICK,6
25915,WV,RHODELL,6-7
26261,WV,RICHWOOD,6
26753,WV,RIDGELEY,6-7
25169,WV,RIDGEVIEW,7
26755,WV,RIO,6-7
25271,WV,RIPLEY,6-7
26814,WV,RIVERTON,5-6
26560,WV,BAXTER,6-7
26588,WV,RIVESVILLE,6-7
25173,WV,ROBSON,7
24747,WV,ROCK,6-7
26215,WV,CLEVELAND,6-7
26234,WV,ROCK CAVE,6
26236,WV,SELBYVILLE,6
25174,WV,ROCK CREEK,6-7
26169,WV,ROCKPORT,6-7
24880,WV,ROCK VIEW,6-7
26757,WV,ROMNEY,6-7
24970,WV,RONCEVERTE,6
26636,WV,ROSEDALE,6-7
26425,WV,ROWLESBURG,6
25984,WV,RUPERT,6
25177,WV,SAINT ALBANS,7
26170,WV,SAINT MARYS,6-7
26426,WV,SALEM,6-7
25559,WV,SALT ROCK,7
26430,WV,SAND FORK,6-7
25985,WV,SANDSTONE,6
25275,WV,SANDYVILLE,6-7
25917,WV,SCARBRO,6-7
25560,WV,SCOTT DEPOT,7
24974,WV,SECONDCREEK,6
26884,WV,SENECA ROCKS,5-7
25181,WV,SETH,7
25918,WV,SHADY SPRING,6-7
26761,WV,SHANKS,6-7
25442,WV,SHENANDOAH JUNCTION,6-7
25443,WV,SHEPHERDSTOWN,7
26431,WV,SHINNSTON,6-7
26638,WV,SHOCK,6-7
24882,WV,SIMON,7
24976,WV,SINKS GROVE,6
26175,WV,SISTERSVILLE,6
25920,WV,SLAB FORK,6-7
25444,WV,SLANESVILLE,6-7
26291,WV,SLATYFORK,6
26437,WV,SMITHFIELD,6
26178,WV,SMITHVILLE,6
24977,WV,SMOOT,6
25564,WV,SOD,7
25187,WV,SOUTHSIDE,6-7
25922,WV,SPANISHBURG,6-7
25276,WV,SPENCER,6
26763,WV,SPRINGFIELD,6-7
25565,WV,SPURLOCKVILLE,7
24884,WV,SQUIRE,6-7
25928,WV,STEPHENSON,6-7
26815,WV,SUGAR GROVE,5-7
25567,WV,SUMERCO,7
26651,WV,SUMMERSVILLE,6-7
25446,WV,SUMMIT POINT,6-7
25932,WV,SURVEYOR,6-7
26601,WV,SUTTON,6-7
26619,WV,EXCHANGE,6-7
26690,WV,SWISS,6-7
25193,WV,SYLVESTER,7
25025,WV,BLOUNT,7
24981,WV,TALCOTT,6-7
26237,WV,TALLMANSVILLE,6
26764,WV,TERRA ALTA,6
26292,WV,THOMAS,5-6
26440,WV,THORNTON,6-7
26691,WV,TIOGA,6-7
25202,WV,TORNADO,7
26443,WV,TROY,6-7
26444,WV,TUNNELTON,6
25203,WV,TURTLE CREEK,7
25204,WV,TWILIGHT,7
24983,WV,UNION,6
26266,WV,UPPERGLADE,6-7
26866,WV,UPPER TRACT,5-7
26293,WV,VALLEY BEND,5-6
26282,WV,MONTERVILLE,6
26294,WV,VALLEY HEAD,6
25206,WV,VAN,7
25650,WV,VERNER,7
25938,WV,VICTOR,6-7
26238,WV,VOLGA,6-7
26180,WV,WALKER,6-7
26343,WV,CRAWFORD,6-7
26447,WV,WALKERSVILLE,6-7
26448,WV,WALLACE,6-7
25285,WV,WALLBACK,6-7
25286,WV,WALTON,6-7
26590,WV,WANA,6-7
24892,WV,WAR,7
26851,WV,WARDENSVILLE,6-7
26181,WV,WASHINGTON,6-7
26184,WV,WAVERLY,6-7
25570,WV,WAYNE,7
24985,WV,WAYSIDE,6-7
26288,WV,WEBSTER SPRINGS,6
24801,WV,WELCH,6-7
25287,WV,WEST COLUMBIA,6-7
25571,WV,WEST HAMLIN,7
26451,WV,WEST MILFORD,6-7
26452,WV,WESTON,6-7
26339,WV,CENTER POINT,6
26456,WV,WEST UNION,6
25651,WV,WHARNCLIFFE,7
25208,WV,WHARTON,7
25989,WV,WHITE OAK,6-7
24986,WV,WHITE SULPHUR SPRINGS,6-7
25008,WV,ARTIE,6-7
25209,WV,WHITESVILLE,6-7
26767,WV,WILEY FORD,6-7
24991,WV,WILLIAMSBURG,6
25661,WV,WILLIAMSON,7
26187,WV,WILLIAMSTOWN,6-7
25699,WV,WILSONDALE,7
25213,WV,WINFIELD,6-7
25214,WV,WINIFREDE,7
24993,WV,WOLFCREEK,6
26591,WV,WORTHINGTON,6-7
24898,WV,WYOMING,7
25573,WV,YAWKEY,7
26865,WV,YELLOW SPRING,6-7
30701,GA,CALHOUN,8
30705,GA,CHATSWORTH,8
30707,GA,CHICKAMAUGA,7-8
30708,GA,CISCO,8
30710,GA,COHUTTA,7-8
30711,GA,CRANDALL,8
30720,GA,DALTON,7-8
30721,GA,DALTON,8
30725,GA,FLINTSTONE,7-8
30728,GA,LA FAYETTE,7-8
30730,GA,LYERLY,7-8
30731,GA,MENLO,7-8
30733,GA,PLAINVILLE,8
30734,GA,RANGER,8
30735,GA,RESACA,8
30736,GA,RINGGOLD,7-8
30738,GA,RISING FAWN,7-8
30739,GA,ROCK SPRING,7-8
30740,GA,ROCKY FACE,7-8
30741,GA,ROSSVILLE,7-8
30742,GA,FORT OGLETHORPE,7-8
30746,GA,SUGAR VALLEY,8
30747,GA,SUMMERVILLE,7-8
30752,GA,TRENTON,7-8
30753,GA,TRION,7-8
30755,GA,TUNNEL HILL,7-8
30757,GA,WILDWOOD,7-8
30750,GA,LOOKOUT MOUNTAIN,7-8
37010,TN,ADAMS,7
38310,TN,ADAMSVILLE,7
37616,TN,AFTON,7
38001,TN,ALAMO,7-8
37701,TN,ALCOA,7-8
37012,TN,ALEXANDRIA,7
38504,TN,ALLARDT,7
38541,TN,ALLONS,7
38542,TN,ALLRED,7
38543,TN,ALPINE,7
37301,TN,ALTAMONT,7-8
37705,TN,ANDERSONVILLE,7-8
37013,TN,ANTIOCH,7
37302,TN,APISON,7-8
38449,TN,ARDMORE,7
38453,TN,DELLROSE,7
38002,TN,ARLINGTON,7-8
37014,TN,ARRINGTON,7
37015,TN,ASHLAND CITY,7
37303,TN,ATHENS,7-8
38004,TN,ATOKA,7
38220,TN,ATWOOD,7
37016,TN,AUBURNTOWN,7
38311,TN,BATH SPRINGS,7
38544,TN,BAXTER,7
37708,TN,BEAN STATION,7
38313,TN,BEECH BLUFF,7
37018,TN,BEECHGROVE,7
37305,TN,BEERSHEBA SPRINGS,6-8
37019,TN,BELFAST,7
37020,TN,BELL BUCKLE,7
38006,TN,BELLS,7-8
37306,TN,BELVIDERE,7
37307,TN,BENTON,7
38315,TN,BETHEL SPRINGS,7
37022,TN,BETHPAGE,7
37023,TN,BIG ROCK,7
38221,TN,BIG SANDY,7
37308,TN,BIRCHWOOD,7-8
37709,TN,BLAINE,7
38545,TN,BLOOMINGTON SPRINGS,7
37617,TN,BLOUNTVILLE,7
37618,TN,BLUFF CITY,7
38008,TN,BOLIVAR,7
37025,TN,BON AQUA,7
38316,TN,BRADFORD,7
37026,TN,BRADYVILLE,7
37027,TN,BRENTWOOD,7
37710,TN,BRICEVILLE,7-8
38011,TN,BRIGHTON,7
38012,TN,BROWNSVILLE,7-8
38317,TN,BRUCETON,7
38547,TN,BRUSH CREEK,7
38222,TN,BUCHANAN,7
38318,TN,BUENA VISTA,7
38548,TN,BUFFALO VALLEY,7
37711,TN,BULLS GAP,7
37028,TN,BUMPUS MILLS,7
38015,TN,BURLISON,7-8
37029,TN,BURNS,7
37640,TN,BUTLER,6-7
37713,TN,BYBEE,7
38549,TN,BYRDSTOWN,7
37309,TN,CALHOUN,7-8
38320,TN,CAMDEN,7
37030,TN,CARTHAGE,7
37714,TN,CARYVILLE,7-8
37031,TN,CASTALIAN SPRINGS,7
38321,TN,CEDAR GROVE,7
37032,TN,CEDAR HILL,7
38551,TN,CELINA,7
37033,TN,CENTERVILLE,7
37034,TN,CHAPEL HILL,7
37035,TN,CHAPMANSBORO,7
37310,TN,CHARLESTON,7-8
